OBJNAME,ORIGINAL_NAME,ALIASES,RA_DEG,RA_SOURCE,DEC_DEG,DEC_SOURCE,EPOCH,PMRA,PMRA_SOURCE,PMDE,PMDE_SOURCE,PLX,PLX_SOURCE,RV,RV_SOURCE,TEFF,TEFF_SOURCE,SP_TYPE,SP_SOURCE,VSINI,VSINI_ERR,VSINI_SOURCE,UMAG,UMAG_SOURCE,GMAG,GMAG_SOURCE,RMAG,RMAG_SOURCE,IMAG,IMAG_SOURCE,ZMAG,ZMAG_SOURCE,JMAG,JMAG_SOURCE,HMAG,HMAG_SOURCE,KMAG,KMAG_SOURCE,NOTES,USED,KEYWORDS
24LYN,24Lyn,*  24 Lyn|2MASS J07430040+5842372|ADS  6285 A|AG+58  607|AKARI-IRC-V1 J0743003+584236|BD+59  1103|CCDM J07430+5843A|CSI+59  1103  1|FK5  292|GC 10343|GCRV  5121|GEN# +1.00061497A|GSC 03794-01738|Gaia DR2 1082548980858594560|HD  61497|HIC  37609|HIP  37609|HR  2946|IDS 07346+5857 A|IRAS 07387+5849|JP11  1581|N30 1737|PLX 1806|PLX 1806.00|PMC 90-93   213|PPM  31272|ROT  1236|SAO  26474|SKY# 14252|TD1 10663|TIC 284472887|TYC 3794-1738-1|UBV    7356|UBV M  13483|WDS J07430+5843A|WEB  7434|YZ  58  5184|uvby98 100061497 A|* 24 Lyn|24LYN|24Lyn|ADS 6285 A|AG+58 607|BD+59 1103|CSI+59 1103 1|FK5 292|GCRV 5121|HD 61497|HIC 37609|HIP 37609|HR 2946|JP11 1581|PMC 90-93 213|PPM 31272|ROT 1236|SAO 26474|UBV 7356|UBV M 13483|WEB 7434|YZ 58 5184|*24Lyn|2MASSJ07430040+5842372|ADS6285A|AG+58607|AKARI-IRC-V1J0743003+584236|BD+591103|CCDMJ07430+5843A|CSI+5911031|FK5292|GC10343|GCRV5121|GEN#+1.00061497A|GSC03794-01738|GaiaDR21082548980858594560|HD61497|HIC37609|HIP37609|HR2946|IDS07346+5857A|IRAS07387+5849|JP111581|N301737|PLX1806|PLX1806.00|PMC90-93213|PPM31272|ROT1236|SAO26474|SKY#14252|TD110663|TIC284472887|TYC3794-1738-1|UBV7356|UBVM13483|WDSJ07430+5843A|WEB7434|YZ585184|uvby98100061497A|*24Lyn|24LYN|24Lyn|ADS6285A|AG+58607|BD+591103|CSI+5911031|FK5292|GCRV5121|HD61497|HIC37609|HIP37609|HR2946|JP111581|PMC90-93213|PPM31272|ROT1236|SAO26474|UBV7356|UBVM13483|WEB7434|YZ585184,115.7514231,Gaia DR2,58.71013375,Gaia DR2,2457206,-37.01093619,Gaia DR2,-52.73034887,Gaia DR2,12.72538897,Gaia DR2,8.7,1953GCRV..C......0W,8954,2012A&A...537A.120Z,A3IVn,,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:24:42.877 by cook@cook using drs_astrometrics.py,1,TELLURIC
24SEX,24Sex,*  24 Sex|AG-00 1492|BD-00  2332|GC 14267|GCRV  6531|GEN# +1.00090043|GSC 04905-01374|HD  90043|HIC  50887|HIP  50887|IRAS 10209-0039|2MASS J10232836-0054079|PPM 178166|SAO 137532|SKY# 19956|TIC 1713457|TYC 4905-1374-1|UCAC3 179-114954|uvby98 100090043|WEB  9309|YZ  90  3047|Gaia DR3 3830897080395058048|Gaia DR2 3830897080395058048|*24Sex|AG-001492|BD-002332|GC14267|GCRV6531|GEN#+1.00090043|GSC04905-01374|HD90043|HIC50887|HIP50887|IRAS10209-0039|2MASSJ10232836-0054079|PPM178166|SAO137532|SKY#19956|TIC1713457|TYC4905-1374-1|UCAC3179-114954|uvby98100090043|WEB9309|YZ903047|GaiaDR33830897080395058048|GaiaDR23830897080395058048,155.8684866,Gaia DR2,-0.9023998277,Gaia DR2,2457206,65.21989648,Gaia DR2,-36.27215004,Gaia DR2,13.84878267,Gaia DR2,7.29,2018yCat.1345....0G,4932,2008AJ....135..209M,K0IV,1999MSS...C05....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-08-18 15:47:53.637 by nirps-client@maestria using drs_astrometrics.py,1,
2MASS_J00140580M3245599,2MASS J00140580-3245599,2MASS J00140580-3245599|TIC 149010818|Gaia DR2 2316363175123938560|Gaia DR3 2316363175123938560|2MASSJ00140580-3245599|TIC149010818|GaiaDR22316363175123938560|GaiaDR32316363175123938560,3.524605993,Gaia DR2,-32.76671264,Gaia DR2,2457206,78.16034923,Gaia DR2,-20.95435129,Gaia DR2,30.25758839,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-11-15],M7,2017AJ....154...69S,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 13:05:27.683 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J00402129P6112490,2MASS J00402129+6112490,UCAC4 757-007268|2MASS J00402129+6112490|TIC 284441182|TOI-1470|WISE J004021.36+611248.5|Gaia DR2 427224073427887360|Gaia DR3 427224073427887360|UCAC4757-007268|2MASSJ00402129+6112490|TIC284441182|TOI-1470|WISEJ004021.36+611248.5|GaiaDR2427224073427887360|GaiaDR3427224073427887360,10.08914309,Gaia DR2,61.21338681,Gaia DR2,2457206,48.57585523,Gaia DR2,-55.60220172,Gaia DR2,19.22024191,Gaia DR2,3.54,2022yCat.1355....0G,3715,2021A&A...656A.162M,,,,,,,,,,,,,,,,,,,,,,Added on 2023-07-07 16:19:52.298 by spirou-client@maestria using drs_astrometrics.py,1,
2MASS_J00522625P6724083,2MASS J00522625+6724083,2MASS J00522625+6724083|TIC 351685943|Gaia DR2 526331891194068736|Gaia DR3 526331891194068736|2MASSJ00522625+6724083|TIC351685943|GaiaDR2526331891194068736|GaiaDR3526331891194068736,13.1077911,Gaia DR2,67.40229513,Gaia DR2,2457206,-135.1845659,Gaia DR2,-6.660214491,Gaia DR2,38.03423263,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-09-20],,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-06 18:26:47.686 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J01075903M2004237,2MASS J01075903-2004237,2MASS J01075903-2004237|2MASSI J0107590-200423|TIC 268638937|Gaia DR2 2353049067779477760|Gaia DR3 2353049067779477760|2MASSJ01075903-2004237|2MASSIJ0107590-200423|TIC268638937|GaiaDR22353049067779477760|GaiaDR32353049067779477760,16.99633501,Gaia DR2,-20.07337986,Gaia DR2,2457206,76.9667749,Gaia DR2,-27.52240766,Gaia DR2,29.18985334,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-08-21],M6,2007AJ....133..439C,,,,,,,,,,,,,,,,,,,, Added on 2025-05-06 18:33:41.527 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J01140150P3614176,2MASS J01140150+3614176,2MASS J01140150+3614176|Gaia DR2 321344574004123392|Gaia DR3 321344574004123392|2MASSJ01140150+3614176|GaiaDR2321344574004123392|GaiaDR3321344574004123392,18.50608381,Gaia DR2,36.23808281,Gaia DR2,2457206,-30.75705526,Gaia DR2,-24.25808913,Gaia DR2,34.42523888,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-09-20],,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 13:42:16.501 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J01294256M0823580,2MASS J01294256-0823580,2MASS J01294256-0823580|TIC 299178185|Gaia DR2 2477307900491357440|Gaia EDR3 2477307900491357440|2MASSJ01294256-0823580|TIC299178185|GaiaDR22477307900491357440|GaiaEDR32477307900491357440,22.42790919,Gaia EDR3,-8.399792227,Gaia EDR3,2457388.5,116.1015254,Gaia EDR3,-67.62729046,Gaia EDR3,27.23615565,Gaia EDR3,,,2700,2015ApJS..219...33G,M5.0,2007AJ....133.2825R,,,,,,,,,,,,,,,,,,,,Added on 2022-03-03 23:48:36.141 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J01581572P1807128,2MASS J01581572+1807128,2MASS J01581572+1807128|CNS5 502|TIC 60987924|WISEA J015815.65+180713.7|Gaia DR2 91196316201965184|Gaia DR3 91196316201965184|2MASSJ01581572+1807128|CNS5502|TIC60987924|WISEAJ015815.65+180713.7|GaiaDR291196316201965184|GaiaDR391196316201965184,29.56510108,Gaia DR2,18.12062446,Gaia DR2,2457206,-88.20010968,Gaia DR2,86.77729631,Gaia DR2,50.84310036,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-09-21],M6.5,2024ApJS..271...55K,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 13:29:56.759 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J02095823P4131365,2MASS J02095823+4131365,2MASS J02095823+4131365|TIC 184681082|WISEA J020958.09+413136.3|Gaia DR2 345210607756642944|Gaia DR3 345210607756642944|2MASSJ02095823+4131365|TIC184681082|WISEAJ020958.09+413136.3|GaiaDR2345210607756642944|GaiaDR3345210607756642944,32.49182383,Gaia DR2,41.52673315,Gaia DR2,2457206,-131.3742633,Gaia DR2,-17.64624216,Gaia DR2,32.37731278,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-09-20],,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-06 18:41:33.080 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J02282694P0218331,2MASS J02282694+0218331,2MASS J02282694+0218331|TIC 422847546|Gaia DR2 2503236961654374144|Gaia EDR3 2503236961654374144|2MASSJ02282694+0218331|TIC422847546|GaiaDR22503236961654374144|GaiaEDR32503236961654374144,37.1126456,Gaia EDR3,2.309002348,Gaia EDR3,2457388.5,83.1922972,Gaia EDR3,-48.75715188,Gaia EDR3,19.62385355,Gaia EDR3,,,2880,spdrs@apikitest,M5,2015ApJS..219...33G,,,,,,,,,,,,,,,,,,,,Added on 2022-03-04 00:04:59.775 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J02405344M1724188,2MASS J02405344-1724188,2MASS J02405344-1724188|TIC 441133146|Gaia DR2 5132699400070110464|Gaia EDR3 5132699400070110464|2MASSJ02405344-1724188|TIC441133146|GaiaDR25132699400070110464|GaiaEDR35132699400070110464,40.22312168,Gaia EDR3,-17.40542693,Gaia EDR3,2457388.5,84.09697725,Gaia EDR3,-43.89336129,Gaia EDR3,20.42898926,Gaia EDR3,,,3490,spdrs@apikitest,,,,,,,,,,,,,,,,,,,,,,Added on 2022-03-04 00:08:14.255 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J02483695P6211228,2MASS J02483695+6211228,UCAC4 761-021332|2MASS J02483695+6211228|TIC 51024887|TOI-1632|WISE J024837.07+621121.9|UCAC4761-021332|2MASSJ02483695+6211228|TIC51024887|TOI-1632|WISEJ024837.07+621121.9,42.15373944,UCAC4,62.18953028,UCAC4,2451544.5,35.59999847,UCAC4,21.5,UCAC4,0,UCAC4,,,2990,from exofop,,,,,,,,,,,,,,,,,,,,,,Added on 2023-07-08 12:24:03.637 by spirou-client@maestria using drs_astrometrics.py,1,
2MASS_J03212992P3847294,2MASS J03212992+3847294,2MASS J03212992+3847294|CNS5 852|LAMOST J032129.80+384729.0|TIC 178175233|Gaia DR2 235505877319305088|Gaia DR3 235505877319305088|2MASSJ03212992+3847294|CNS5852|LAMOSTJ032129.80+384729.0|TIC178175233|GaiaDR2235505877319305088|GaiaDR3235505877319305088,50.37394523,Gaia DR3,38.79133903,Gaia DR3,2457388.5,-121.9566519,Gaia DR3,-35.38473813,Gaia DR3,45.2254773,Gaia DR3,-14.02,2022A&A...660A..38W,2875,2022A&A...660A..38W,M5.5,2007AJ....133.2825R,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 15:20:30.003 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J03552337P1133437,2MASS J03552337+1133437,** BNA    3|2MASS J03552337+1133437|2MUCD 20171|EPIC 210327027|Gaia DR2 3303349202364648320|Gaia EDR3 3303349202364648320|SDSS J035523.48+113339.4|TIC 415339665|WDS J03554+1134AB|WISEA J035523.53+113337.2|** BNA 3|2MASS_J03552337P1133437|**BNA3|2MASSJ03552337+1133437|2MUCD20171|EPIC210327027|GaiaDR23303349202364648320|GaiaEDR33303349202364648320|SDSSJ035523.48+113339.4|TIC415339665|WDSJ03554+1134AB|WISEAJ035523.53+113337.2|**BNA3|2MASSJ03552337P1133437,58.84840243,Gaia EDR3,11.55936005,Gaia EDR3,2457388.5,223.1818359,Gaia EDR3,-631.3034749,Gaia EDR3,109.1381069,Gaia EDR3,11.92,2010ApJ...723..684B,1500,2015ApJS..219...33G,L5gamma,2009AJ....137.3345C,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:24:47.164 by cook@cook using drs_astrometrics.py,1,
2MASS_J04372171P2651014,2MASS J04372171+2651014,2MASS J04372171+2651014|Gaia DR2 151499478104075008|TIC 125843782|Gaia EDR3 151499478104075008|EPIC 248131102|2MASSJ04372171+2651014|GaiaDR2151499478104075008|TIC125843782|GaiaEDR3 151499478104075008|EPIC248131102,69.34055307,Gaia DR2,26.85029972,Gaia DR2,2457206,8.6344525,Gaia DR2,-26.98873401,Gaia DR2,7.755237219,Gaia DR2,,,3200,HEADER[CFHT],M4,2017AJ....154..134E,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:26:45.230 by cook@cook using drs_astrometrics.py,1,
2MASS_J04393407M3235516,2MASS J04393407-3235516,2MASS J04393407-3235516|CNS5 1161|2MASSI J0439340-323551|TIC 170804009|Gaia DR2 4871414343064541824|Gaia DR3 4871414343064541824|2MASSJ04393407-3235516|CNS51161|2MASSIJ0439340-323551|TIC170804009|GaiaDR24871414343064541824|GaiaDR34871414343064541824,69.89139908,Gaia DR3,-32.5976145,Gaia DR3,2457388.5,-101.914365,Gaia DR3,9.823197137,Gaia DR3,49.51542398,Gaia DR3,,,2700,HEADER[OBS_DIR=2024-11-10],M5.5,2003AJ....126.2421C,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 15:30:41.432 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J04425586P2128230,2MASS J04425586+2128230,UCAC3 223-23449|Karmn J04429+214|2MASS J04425586+2128230|PM J04429+2128|TIC 397356212|UCAC4 558-011033|WISEA J044255.88+212824.1|WISE J044255.87+212824.2|Gaia DR3 3411398347466374144|Gaia DR2 3411398347466374144|UCAC3223-23449|KarmnJ04429+214|2MASSJ04425586+2128230|PMJ04429+2128|TIC397356212|UCAC4558-011033|WISEAJ044255.88+212824.1|WISEJ044255.87+212824.2|GaiaDR33411398347466374144|GaiaDR23411398347466374144,70.73293,Gaia DR2,21.4735498,Gaia DR2,2457206,36.9300278,Gaia DR2,117.6705344,Gaia DR2,71.93518723,Gaia DR2,3.23,2018MNRAS.475.1960F,3585,2020ApJS..251...15Z,M3.5V,2013AJ....145..102L,,,,,,,,,,,,,,,,,,,,Added on 2023-07-08 12:32:53.499 by spirou-client@maestria using drs_astrometrics.py,1,
2MASS_J05082729M2101444,2MASS J05082729-2101444,UCAC4 345-006842|Karmn J05084-210|2MASS J05082729-2101444|TIC 146539195|WISEA J050827.32-210144.4|WISE J050827.31-210144.3|Gaia DR3 2962794236080240128|Gaia DR2 2962794236080240128|UCAC4345-006842|KarmnJ05084-210|2MASSJ05082729-2101444|TIC146539195|WISEAJ050827.32-210144.4|WISEJ050827.31-210144.3|GaiaDR32962794236080240128|GaiaDR22962794236080240128,77.11389104,Gaia DR2,-21.02904784,Gaia DR2,2457206,33.45754699,Gaia DR2,-12.62239939,Gaia DR2,20.5524145,Gaia DR2,27.92,2018MNRAS.475.1960F,3244,2021A&A...656A.162M,M5,2006AJ....132..866R,,,,,,,,,,,,,,,,,,,,Added on 2023-07-08 12:35:40.155 by spirou-client@maestria using drs_astrometrics.py,1,
2MASS_J05174962P0958221,2MASS J05174962+0958221,UCAC4 500-011502|2MASS J05174962+0958221|THOR 35|TIC 284905551|Gaia DR2 3338707537810168448|Gaia EDR3 3338707537810168448|UCAC4500-011502|2MASSJ05174962+0958221|THOR35|TIC284905551|GaiaDR23338707537810168448|GaiaEDR33338707537810168448,79.45676505,Gaia EDR3,9.972631352,Gaia EDR3,2457388.5,8.392819385,Gaia EDR3,-29.86362776,Gaia EDR3,10.75915654,Gaia EDR3,18.1,2017MNRAS.468.1198B,2880,Header,M5,2017MNRAS.468.1198B,,,,,,,,,,,,,,,,,,,,Added on 2022-03-04 00:14:03.797 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J05195582M1124568,2MASS J05195582-1124568,2MASS J05195582-1124568|TIC 24518897|Gaia DR2 2989206326445904896|Gaia EDR3 2989206326445904896|2MASSJ05195582-1124568|TIC24518897|GaiaDR22989206326445904896|GaiaEDR32989206326445904896,79.98272484,Gaia EDR3,-11.41591627,Gaia EDR3,2457388.5,26.50076031,Gaia EDR3,-21.63899699,Gaia EDR3,14.42979817,Gaia EDR3,,,3360,Header,M3,2006AJ....132..866R,,,,,,,,,,,,,,,,,,,,Added on 2022-03-04 00:24:18.263 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J05201794P0511521,2MASS J05201794+0511521,2MASS J05201794+0511521|TIC 449312342|Gaia DR2 3237415647576913792|Gaia EDR3 3237415647576913792|2MASSJ05201794+0511521|TIC449312342|GaiaDR23237415647576913792|GaiaEDR33237415647576913792,80.07484395,Gaia EDR3,5.19765747,Gaia EDR3,2457388.5,11.45862818,Gaia EDR3,-34.54933945,Gaia EDR3,10.89293919,Gaia EDR3,,,5030,Header,K0,2015ApJS..219...33G,,,,,,,,,,,,,,,,,,,,Added on 2022-03-04 00:26:11.770 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J05264316M1824315,2MASS J05264316-1824315,2MASS J05264316-1824315|TIC 389856126|Gaia DR2 2969695320811729280|Gaia EDR3 2969695320811729280|2MASSJ05264316-1824315|TIC389856126|GaiaDR22969695320811729280|GaiaEDR32969695320811729280,81.67999825,Gaia EDR3,-18.4088509,Gaia EDR3,2457388.5,28.58672578,Gaia EDR3,-23.16134586,Gaia EDR3,18.64019195,Gaia EDR3,,,2800,2015ApJS..219...33G,M7,2015ApJS..219...33G,,,,,,,,,,,,,,,,,,,,Added on 2022-03-04 00:54:45.585 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J05350092P1125423,2MASS J05350092+1125423,UCAC4 508-013174|GSC2.3 N9JO000654|2MASS J05350092+1125423|THOR 37|TIC 436103626|Gaia EDR3 3339935348702249472|Gaia DR2 3339935348702249472|UCAC4508-013174|GSC2.3N9JO000654|2MASSJ05350092+1125423|THOR37|TIC436103626|GaiaEDR33339935348702249472|GaiaDR23339935348702249472,83.75390514,Gaia EDR3,11.4282672,Gaia EDR3,2457388.5,7.323318564,Gaia EDR3,-36.4558981,Gaia EDR3,10.39330389,Gaia EDR3,17.8,2017MNRAS.468.1198B,2880,Header,M5,2017MNRAS.468.1198B,,,,,,,,,,,,,,,,,,,,Added on 2022-03-04 00:53:16.211 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J05363692P1300369,2MASS J05363692+1300369,UCAC3 207-29444|GSC2.3 N9KI000598|GSC2 N3001302598|2MASS J05363692+1300369|THOR 31|TIC 52583022|Gaia EDR3 3341238918520502912|Gaia DR2 3341238918520502912|UCAC3207-29444|GSC2.3N9KI000598|GSC2N3001302598|2MASSJ05363692+1300369|THOR31|TIC52583022|GaiaEDR33341238918520502912|GaiaDR23341238918520502912,84.15386299,Gaia EDR3,13.01007296,Gaia EDR3,2457388.5,5.81179499,Gaia EDR3,-37.48505561,Gaia EDR3,10.15074758,Gaia EDR3,18,2017MNRAS.468.1198B,3160,Header,M4.5,2017MNRAS.468.1198B,,,,,,,,,,,,,,,,,,,,Added on 2022-03-04 00:55:54.242 by spdrs@apikitest using drs_astrometrics.py,1,
2MASS_J06273836P5651406,2MASS J06273836+5651406,2MASS J06273836+5651406|TIC 11495928|Gaia DR2 998219810558747904|Gaia DR3 998219810558747904|2MASSJ06273836+5651406|TIC11495928|GaiaDR2998219810558747904|GaiaDR3998219810558747904,96.90860495,Gaia DR3,56.86117793,Gaia DR3,2457388.5,-147.3588704,Gaia DR3,-13.95337601,Gaia DR3,38.11065596,Gaia DR3,,,2700,HEADER[OBS_DIR=2024-11-08],,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 15:31:44.884 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J06343934P2413528,2MASS J06343934+2413528,2MASS J06343934+2413528|CNS5 1630|TIC 86898681|WISEA J063439.17+241352.2|WISE J063439.20+241352.3|Gaia DR3 3382740882560780928|Gaia DR2 3382740882560780928|2MASSJ06343934+2413528|CNS51630|TIC86898681|WISEAJ063439.17+241352.2|WISEJ063439.20+241352.3|GaiaDR33382740882560780928|GaiaDR23382740882560780928,98.66305969,Gaia DR2,24.23116355,Gaia DR2,2457206,-162.2244017,Gaia DR2,-37.08759081,Gaia DR2,40.3734853,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-12-22],,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 12:56:24.750 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J06431389P1631428,2MASS J06431389+1631428,2MASS J06431389+1631428|CNS5 1662|LAMOST J064313.95+163143.5|TIC 59720988|WISEA J064313.95+163143.6|Gaia DR2 3357958852543597056|Gaia DR3 3357958852543597056|2MASSJ06431389+1631428|CNS51662|LAMOSTJ064313.95+163143.5|TIC59720988|WISEAJ064313.95+163143.6|GaiaDR23357958852543597056|GaiaDR33357958852543597056,100.8082833,Gaia DR2,16.52886722,Gaia DR2,2457206,112.9367165,Gaia DR2,62.29797402,Gaia DR2,49.81931136,Gaia DR2,19.43,2022A&A...660A..38W,2700,HEADER[OBS_DIR=2024-12-22],dM7,2022A&A...660A..38W,,,,,,,,,,,,,,,,,,,, Added on 2025-05-06 18:54:09.277 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J06475637P3414462,2MASS J06475637+3414462,2MASS J06475637+3414462|LAMOST J064756.37+341446.2|LAMOST J064756.37+341446.5|Gaia DR2 938637069291683968|Gaia DR3 938637069291683968|2MASSJ06475637+3414462|LAMOSTJ064756.37+341446.2|LAMOSTJ064756.37+341446.5|GaiaDR2938637069291683968|GaiaDR3938637069291683968,101.984899,Gaia DR2,34.2463118,Gaia DR2,2457206,4.245117689,Gaia DR2,29.77921435,Gaia DR2,36.95165369,Gaia DR2,-4.57,2019MNRAS.485.2167G,2896,2022A&A...660A..38W,M7,2019MNRAS.485.2167G,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 13:11:41.137 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J06572616P7405265,2MASS J06572616+7405265,UCAC3 329-29075|Karmn J06574+740|2MASS J06572616+7405265|PM J06574+7405|1RXS J065728.1+740529|TIC 141476700|UCAC4 821-014042|WISEA J065725.90+740526.1|WISE J065725.89+740526.2|Gaia DR3 1114896308006484096|UCAC3329-29075|KarmnJ06574+740|2MASSJ06572616+7405265|PMJ06574+7405|1RXSJ065728.1+740529|TIC141476700|UCAC4821-014042|WISEAJ065725.90+740526.1|WISEJ065725.89+740526.2|GaiaDR31114896308006484096,104.3589039,UCAC4,74.09067972,UCAC4,2451544.5,-94.5,UCAC4,-18.20000076,UCAC4,0,UCAC4,15.184,2018A&A...612A..49R,3133,2021A&A...656A.162M,M4.0Ve,2013AJ....145..102L,,,,,,,,,,,,,,,,,,,,Added on 2023-07-08 12:56:48.071 by spirou-client@maestria using drs_astrometrics.py,1,
2MASS_J07000682M1901235,2MASS J07000682-1901235,UCAC4 355-020729|Karmn J07001-190|2MASS J07000682-1901235|PM J07001-1901|1RXS J070005.1-190115|TIC 80033631|Gaia DR3 2932903703242234112|Gaia DR2 2932903703242234112|UCAC4355-020729|KarmnJ07001-190|2MASSJ07000682-1901235|PMJ07001-1901|1RXSJ070005.1-190115|TIC80033631|GaiaDR32932903703242234112|GaiaDR22932903703242234112,105.0291336,Gaia DR2,-19.02361703,Gaia DR2,2457206,145.5381663,Gaia DR2,-89.7894445,Gaia DR2,33.60380479,Gaia DR2,12.878,2018A&A...612A..49R,3200,2018A&A...620A.180R,M5.0V,2015A&A...577A.128A,,,,,,,,,,,,,,,,,,,,Added on 2023-07-08 12:57:09.650 by spirou-client@maestria using drs_astrometrics.py,1,
2MASS_J07014607M1019109,2MASS J07014607-1019109,2MASS J07014607-1019109|TIC 125265000|Gaia DR2 3049533162211440512|Gaia DR3 3049533162211440512|2MASSJ07014607-1019109|TIC125265000|GaiaDR23049533162211440512|GaiaDR33049533162211440512,105.4423422,Gaia DR2,-10.32056215,Gaia DR2,2457206,73.89022914,Gaia DR2,-185.6696873,Gaia DR2,32.56542191,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-11-12],,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-07 12:48:43.875 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J07060714P0312011,2MASS J07060714+0312011,2MASS J07060714+0312011|TIC 292181908|Gaia DR2 3116031865976921216|Gaia DR3 3116031865976921216|2MASSJ07060714+0312011|TIC292181908|GaiaDR23116031865976921216|GaiaDR33116031865976921216,106.5297502,Gaia DR2,3.199916217,Gaia DR2,2457206,-3.860612612,Gaia DR2,-90.17894254,Gaia DR2,35.1521009,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-12-22],,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-06 18:34:38.865 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J07215519M3105148,2MASS J07215519-3105148,2MASS J07215519-3105148|** NSN  326B|CNS5 1826|TIC 111238214|WDS J07219-3105B|WISEA J072155.24-310517.5|Gaia DR3 5604989328392927232|Gaia DR2 5604989328392927232|2MASSJ07215519-3105148|**NSN326B|CNS51826|TIC111238214|WDSJ07219-3105B|WISEAJ072155.24-310517.5|GaiaDR35604989328392927232|GaiaDR25604989328392927232,110.4802888,Gaia DR2,-31.08852073,Gaia DR2,2457206,57.15684015,Gaia DR2,-229.882448,Gaia DR2,41.06843127,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-12-17],M6.5,2024A&A...685A...6R,,,,,,,,,,,,,,,,,,,, Added on 2025-05-06 18:42:34.696 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
2MASS_J07303040M0339337,2MASS J07303040-0339337,2MASS J07303040-0339337|CNS5 1857|TIC 65155744|WISE J073030.28-033933.1|Gaia DR2 3060426058267356928|Gaia DR3 3060426058267356928|2MASSJ07303040-0339337|CNS51857|TIC65155744|WISEJ073030.28-033933.1|GaiaDR23060426058267356928|GaiaDR33060426058267356928,112.6259726,Gaia DR2,-3.659139108,Gaia DR2,2457206,-154.7474161,Gaia DR2,45.06253699,Gaia DR2,40.99376207,Gaia DR2,,,2700,HEADER[OBS_DIR=2024-12-14],,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-06 18:58:50.568 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
